Borough,2010 Census FIPS County Code,2010 DCP Borough Code,2010 Census Tract,pop2010,popDensity2010
Brooklyn,047,3,034700,"3,228",93.5
Brooklyn,047,3,034800,"2,537",17.8
Brooklyn,047,3,034900,"5,403",134.0
Brooklyn,047,3,035000,"3,296",67.9
Brooklyn,047,3,035100,"4,597",114.1
Brooklyn,047,3,035200,"1,246",5.4
Brooklyn,047,3,035300,"5,161",128.1
Brooklyn,047,3,035400,"6,271",66.9
Brooklyn,047,3,035500,"5,253",153.6
Brooklyn,047,3,035601,"2,912",183.3
Brooklyn,047,3,035602,"5,271",122.0
Brooklyn,047,3,035700,"2,506",55.9
Brooklyn,047,3,035900,"5,685",124.9
Brooklyn,047,3,036001,"3,217",137.1
Brooklyn,047,3,036002,"3,930",184.9
Brooklyn,047,3,036100,"2,608",76.2
Brooklyn,047,3,036200,"4,204",99.4
Brooklyn,047,3,036300,"4,108",64.0
Brooklyn,047,3,036400,"2,405",67.9
Brooklyn,047,3,036501,"2,624",84.0
Brooklyn,047,3,036502,"1,255",42.2
Brooklyn,047,3,036600,"4,767",83.0
Brooklyn,047,3,036700,"1,305",28.5
Brooklyn,047,3,036900,"4,923",87.9
Brooklyn,047,3,037000,"4,085",48.9
Brooklyn,047,3,037100,"4,120",88.1
Brooklyn,047,3,037300,"3,784",89.6
Brooklyn,047,3,037401,"4,301",77.2
Brooklyn,047,3,037402,"4,573",61.5
Brooklyn,047,3,037500,"2,910",74.2
Brooklyn,047,3,037700,"3,660",77.9
Brooklyn,047,3,037900,"3,706",81.6
Brooklyn,047,3,038100,"4,763",80.5
Brooklyn,047,3,038200,"5,943",103.2
Brooklyn,047,3,038300,"3,931",91.1
Brooklyn,047,3,038500,"3,422",79.4
Brooklyn,047,3,038600,"3,477",56.0
Brooklyn,047,3,038700,"4,010",86.2
Brooklyn,047,3,038800,"3,841",78.5
Brooklyn,047,3,038900,"2,773",68.9
Brooklyn,047,3,039000,"2,282",53.1
Brooklyn,047,3,039100,"2,303",56.1
Brooklyn,047,3,039200,"2,756",63.9
Brooklyn,047,3,039300,"3,549",75.7
Brooklyn,047,3,039400,"2,441",51.4
Brooklyn,047,3,039500,"3,380",85.6
Brooklyn,047,3,039600,"2,126",52.7
Brooklyn,047,3,039700,"3,389",86.2
Brooklyn,047,3,039800,"2,644",52.7
Brooklyn,047,3,039900,"3,823",102.3
Brooklyn,047,3,040000,"3,069",64.7
Brooklyn,047,3,040100,"3,518",89.2
Brooklyn,047,3,040200,"2,740",56.1
Brooklyn,047,3,040300,"3,538",68.1
Brooklyn,047,3,040400,"2,551",67.2
Brooklyn,047,3,040500,"1,480",43.4
Brooklyn,047,3,040600,"3,184",87.6
Brooklyn,047,3,040700,14,0.1
Brooklyn,047,3,040800,"3,566",94.4
Brooklyn,047,3,040900,"3,752",90.3
Brooklyn,047,3,041000,"1,773",50.2
Brooklyn,047,3,041100,"3,302",99.0
Brooklyn,047,3,041200,"2,929",71.7
Brooklyn,047,3,041300,"3,822",95.4
Brooklyn,047,3,041401,"1,351",40.5
Brooklyn,047,3,041402,"1,612",42.4
Brooklyn,047,3,041500,"4,064",101.1
Brooklyn,047,3,041600,"2,324",57.9
Brooklyn,047,3,041700,"3,609",103.5
Brooklyn,047,3,041800,"2,359",58.1
Brooklyn,047,3,041900,"3,770",99.7
Brooklyn,047,3,042000,"1,896",45.5
Brooklyn,047,3,042100,"3,920",103.4
Brooklyn,047,3,042200,"3,568",63.4
Brooklyn,047,3,042300,"4,217",93.6
Brooklyn,047,3,042400,"3,666",92.1
Brooklyn,047,3,042500,"3,042",73.4
Brooklyn,047,3,042600,"4,135",98.4
Brooklyn,047,3,042700,"5,074",137.7
Brooklyn,047,3,042800,"3,857",94.8
Brooklyn,047,3,042900,"5,630",135.5
Brooklyn,047,3,043000,"3,333",84.3
Brooklyn,047,3,043100,"5,113",123.0
Brooklyn,047,3,043200,"4,250",115.6
Brooklyn,047,3,043300,"4,064",97.8
Brooklyn,047,3,043400,"3,433",99.5
Brooklyn,047,3,043500,"4,463",107.4
Brooklyn,047,3,043600,"4,160",122.4
Brooklyn,047,3,043700,"5,240",126.9
Brooklyn,047,3,043800,"2,481",64.3
Brooklyn,047,3,043900,"3,829",77.7
Brooklyn,047,3,044000,"2,880",57.8
Brooklyn,047,3,044100,"5,643",161.0
Brooklyn,047,3,044200,"2,658",58.8
Brooklyn,047,3,044300,"5,557",135.1
Brooklyn,047,3,044400,"3,336",77.3
Brooklyn,047,3,044500,"4,446",108.3
Brooklyn,047,3,044600,"1,909",54.6
Brooklyn,047,3,044700,"2,310",58.7
Brooklyn,047,3,044800,"1,915",35.4
Brooklyn,047,3,044900,"2,932",5.6
Brooklyn,047,3,045000,673,12.0
Brooklyn,047,3,045200,"2,701",58.7
Brooklyn,047,3,045300,"2,017",25.5
Brooklyn,047,3,045400,"1,852",56.6
Brooklyn,047,3,045600,"2,357",62.1
Brooklyn,047,3,045800,"1,490",33.6
Brooklyn,047,3,046000,"3,729",77.0
Brooklyn,047,3,046201,"2,632",83.0
Brooklyn,047,3,046202,"1,803",41.2
Brooklyn,047,3,046400,"2,838",67.9
Brooklyn,047,3,046800,"2,054",29.0
Brooklyn,047,3,047000,"2,886",64.2
Brooklyn,047,3,047200,"3,141",73.6
Brooklyn,047,3,047400,"2,969",68.3
Brooklyn,047,3,047600,"3,646",71.2
Brooklyn,047,3,047700,"3,318",61.2
Brooklyn,047,3,047800,"4,848",88.7
Brooklyn,047,3,048000,"3,769",99.0
Brooklyn,047,3,048100,"2,778",74.3
Brooklyn,047,3,048200,"5,331",110.2
Brooklyn,047,3,048400,"5,481",106.0
Brooklyn,047,3,048500,"2,510",17.5
Brooklyn,047,3,048600,"3,568",82.3
Brooklyn,047,3,048800,"4,395",124.1
Brooklyn,047,3,048900,"4,039",178.4
Brooklyn,047,3,049000,"5,899",123.9
Brooklyn,047,3,049100,"6,418",121.9
Brooklyn,047,3,049200,"3,495",85.6
Brooklyn,047,3,049300,"7,625",135.3
Brooklyn,047,3,049400,"5,308",117.3
Brooklyn,047,3,049500,"2,603",81.6
Brooklyn,047,3,049600,"4,513",90.0
Brooklyn,047,3,049700,"2,645",64.8
Brooklyn,047,3,049800,"4,232",83.8
Brooklyn,047,3,049900,"1,753",50.3
Brooklyn,047,3,050000,"3,474",70.8
Brooklyn,047,3,050100,"2,786",64.7
Brooklyn,047,3,050202,"2,201",64.2
Brooklyn,047,3,050300,"2,582",83.4
Brooklyn,047,3,050400,"4,527",78.8
Brooklyn,047,3,050500,"4,163",99.5
Brooklyn,047,3,050600,"6,016",147.8
Brooklyn,047,3,050700,"2,288",53.0
Brooklyn,047,3,050801,"4,080",211.1
Brooklyn,047,3,050803,"2,464",177.8
Brooklyn,047,3,050804,"6,250",245.3
Brooklyn,047,3,050900,"3,694",105.4
Brooklyn,047,3,051001,"3,926",206.5
Brooklyn,047,3,051002,"4,725",178.6
Brooklyn,047,3,051100,"3,933",100.1
Brooklyn,047,3,051200,"6,398",185.1
Brooklyn,047,3,051300,"4,332",67.6
Brooklyn,047,3,051400,"7,366",164.6
Brooklyn,047,3,051500,"1,372",29.7
Brooklyn,047,3,051601,"5,732",199.9
Brooklyn,047,3,051602,"4,028",179.1
Brooklyn,047,3,051700,"1,735",37.5
Brooklyn,047,3,051800,"3,415",68.6
Brooklyn,047,3,051900,"3,564",52.7
Brooklyn,047,3,052000,"4,228",89.8
Brooklyn,047,3,052300,"5,469",155.8
Brooklyn,047,3,052500,"3,499",112.9
Brooklyn,047,3,052600,"4,357",104.1
Brooklyn,047,3,052700,"6,629",140.7
Brooklyn,047,3,052800,"1,818",41.9
Brooklyn,047,3,052900,"3,979",92.1
Brooklyn,047,3,053000,"3,465",80.9
Brooklyn,047,3,053100,"7,027",176.0
Brooklyn,047,3,053200,"2,579",59.9
Brooklyn,047,3,053300,"6,566",137.1
Brooklyn,047,3,053400,"4,383",102.3
Brooklyn,047,3,053500,"4,348",135.7
Brooklyn,047,3,053700,"3,575",86.4
Brooklyn,047,3,053800,"4,473",110.1
Brooklyn,047,3,053900,"2,756",110.0
Brooklyn,047,3,054200,"4,450",95.2
Brooklyn,047,3,054300,327,1.3
Brooklyn,047,3,054400,"3,406",72.5
Brooklyn,047,3,054500,"8,008",193.2
Brooklyn,047,3,054600,"4,346",97.4
Brooklyn,047,3,054700,"5,245",126.0
Brooklyn,047,3,054800,"1,989",46.5
Brooklyn,047,3,054900,"3,122",64.8
Brooklyn,047,3,055000,"3,551",79.9
Brooklyn,047,3,055100,"4,597",80.3
Brooklyn,047,3,055200,"3,498",84.4
Brooklyn,047,3,055300,"2,596",67.2
Brooklyn,047,3,055400,"4,216",100.8
Brooklyn,047,3,055500,"1,959",30.3
Brooklyn,047,3,055600,"3,712",77.8
Brooklyn,047,3,055700,"1,655",23.7
Brooklyn,047,3,055800,"2,390",56.4
Brooklyn,047,3,056000,"3,493",76.5
Brooklyn,047,3,056100,"3,295",39.0
Brooklyn,047,3,056200,"1,654",39.2
Brooklyn,047,3,056300,"4,360",45.3
Brooklyn,047,3,056400,"2,451",54.1
Brooklyn,047,3,056500,"3,255",52.4
Brooklyn,047,3,056600,"2,419",57.1
Brooklyn,047,3,056800,"1,314",45.1
Brooklyn,047,3,056900,"1,630",51.6
Brooklyn,047,3,057000,"3,384",52.2
Brooklyn,047,3,057100,"4,400",101.2
Brooklyn,047,3,057200,"5,443",90.4
Brooklyn,047,3,057300,"2,608",62.0
Brooklyn,047,3,057400,"2,657",67.5
Brooklyn,047,3,057500,"4,249",91.8
Brooklyn,047,3,057600,"2,918",74.5
Brooklyn,047,3,057800,"3,176",74.6
Brooklyn,047,3,057900,"1,117",6.7
Brooklyn,047,3,058000,"3,365",85.8
Brooklyn,047,3,058200,"2,967",74.3
Brooklyn,047,3,058400,"3,620",77.8
Brooklyn,047,3,058600,"2,519",62.4
Brooklyn,047,3,058800,"3,245",82.3
Brooklyn,047,3,058900,"1,904",17.7
Brooklyn,047,3,059000,"1,899",48.5
Brooklyn,047,3,059100,"3,920",83.2
Brooklyn,047,3,059200,"3,870",71.4
Brooklyn,047,3,059300,"2,228",47.9
Brooklyn,047,3,059401,"7,628",73.4
Brooklyn,047,3,059402,"4,551",57.1
Brooklyn,047,3,059600,"2,306",53.9
Brooklyn,047,3,059800,"3,427",69.6
Brooklyn,047,3,060000,"6,067",55.8
Brooklyn,047,3,060600,"2,555",57.2
Brooklyn,047,3,060800,"3,574",36.2
Brooklyn,047,3,061002,"4,508",82.3
Brooklyn,047,3,061003,"1,984",100.9
Brooklyn,047,3,061004,"6,447",116.1
Brooklyn,047,3,061200,"1,076",22.0
Brooklyn,047,3,061600,"1,656",9.1
Brooklyn,047,3,062000,"1,850",23.2
Brooklyn,047,3,062200,"3,252",54.1
Brooklyn,047,3,062600,"2,788",35.5
Brooklyn,047,3,062800,"5,226",27.0
Brooklyn,047,3,063200,"1,447",49.9
Brooklyn,047,3,063600,"1,236",43.8
Brooklyn,047,3,063800,"1,524",44.3
Brooklyn,047,3,064000,"1,599",42.2
Brooklyn,047,3,064200,"2,518",43.3
Brooklyn,047,3,064400,"2,528",51.3
Brooklyn,047,3,064600,"2,189",53.5
Brooklyn,047,3,064800,"1,945",51.9
Brooklyn,047,3,065000,"1,389",33.8
Brooklyn,047,3,065200,"1,232",28.5
Brooklyn,047,3,065400,"1,607",42.9
Brooklyn,047,3,065600,"1,708",45.0
Brooklyn,047,3,065800,"1,762",46.5
Brooklyn,047,3,066000,"1,773",47.1
Brooklyn,047,3,066200,"1,411",24.7
Brooklyn,047,3,066600,0,0.0
Brooklyn,047,3,067000,"2,680",52.1
Brooklyn,047,3,067200,"1,422",33.0
Brooklyn,047,3,067400,"1,964",42.0
Brooklyn,047,3,067600,"1,657",43.2
Brooklyn,047,3,067800,"2,660",64.8
Brooklyn,047,3,068000,"1,809",43.4
Brooklyn,047,3,068200,"2,432",48.7
Brooklyn,047,3,068600,"1,533",41.9
Brooklyn,047,3,068800,"1,614",41.6
Brooklyn,047,3,069000,"1,791",41.9
Brooklyn,047,3,069200,"2,392",53.1
Brooklyn,047,3,069601,"3,780",33.5
Brooklyn,047,3,069602,"5,995",35.3
Brooklyn,047,3,069800,"1,277",10.3
Brooklyn,047,3,070000,"1,703",34.1
Brooklyn,047,3,070201,"6,573",24.8
Brooklyn,047,3,070202,37,0.0
Brooklyn,047,3,070203,0,0.0
Brooklyn,047,3,070600,"2,700",6.6
Brooklyn,047,3,072000,"2,167",55.4
Brooklyn,047,3,072200,"2,655",41.8
Brooklyn,047,3,072400,"1,755",37.0
Brooklyn,047,3,072600,"2,093",30.8
Brooklyn,047,3,072800,"3,193",60.9
Brooklyn,047,3,073000,"1,979",43.4
Brooklyn,047,3,073200,"2,096",53.0
Brooklyn,047,3,073400,"1,889",50.6
Brooklyn,047,3,073600,"3,368",76.4
Brooklyn,047,3,073800,"3,225",72.3
Brooklyn,047,3,074000,"3,531",88.0
Brooklyn,047,3,074200,"3,292",76.4
Brooklyn,047,3,074400,"2,492",59.0
Brooklyn,047,3,074600,"2,003",40.3
Brooklyn,047,3,074800,"2,012",46.1
Brooklyn,047,3,075000,"3,029",70.7
Brooklyn,047,3,075200,"1,130",26.4
Brooklyn,047,3,075400,"1,488",34.7
Brooklyn,047,3,075600,"1,993",46.5
Brooklyn,047,3,075800,"1,816",35.8
Brooklyn,047,3,076000,"2,776",61.9
Brooklyn,047,3,076200,"4,235",91.1
Brooklyn,047,3,076400,"3,487",87.3
Brooklyn,047,3,076600,"2,061",101.0
Brooklyn,047,3,076800,"3,407",45.5
Brooklyn,047,3,077000,"2,722",67.5
Brooklyn,047,3,077200,"3,394",34.0
Brooklyn,047,3,077400,"2,881",78.9
Brooklyn,047,3,077600,"3,806",82.6
Brooklyn,047,3,078000,"2,092",51.5
Brooklyn,047,3,078200,"3,864",92.9
Brooklyn,047,3,078400,"2,348",56.8
Brooklyn,047,3,078600,"4,256",100.7
Brooklyn,047,3,078800,"3,422",88.2
Brooklyn,047,3,079000,"5,094",112.6
Brooklyn,047,3,079200,"4,372",81.6
Brooklyn,047,3,079400,"1,864",34.0
Brooklyn,047,3,079601,"4,413",161.8
Brooklyn,047,3,079602,"4,814",144.3
Brooklyn,047,3,079801,"3,037",94.8
Brooklyn,047,3,079802,"5,451",207.3
Brooklyn,047,3,080000,"3,487",81.2
Brooklyn,047,3,080200,"4,304",94.0
Brooklyn,047,3,080400,"3,250",69.3
Brooklyn,047,3,080600,"3,386",82.4
Brooklyn,047,3,080800,"1,197",15.1
Brooklyn,047,3,081000,"2,300",57.3
Brooklyn,047,3,081400,"2,635",62.7
Brooklyn,047,3,081600,"2,791",62.9
Brooklyn,047,3,081800,"4,551",116.6
Brooklyn,047,3,082000,"5,281",143.8
Brooklyn,047,3,082200,"7,280",173.5
Brooklyn,047,3,082400,"4,730",89.3
Brooklyn,047,3,082600,"5,513",112.1
Brooklyn,047,3,082800,"3,814",98.5
Brooklyn,047,3,083000,"5,997",120.3
Brooklyn,047,3,083200,"2,289",63.6
Brooklyn,047,3,083400,"1,701",54.6
Brooklyn,047,3,083600,"1,929",37.5
Brooklyn,047,3,083800,"2,189",53.1
Brooklyn,047,3,084000,"2,412",57.4
Brooklyn,047,3,084600,"1,963",47.7
Brooklyn,047,3,084800,"1,750",51.5
Brooklyn,047,3,085000,"1,374",38.5
Brooklyn,047,3,085200,29,0.3
Brooklyn,047,3,085400,"2,052",64.5
Brooklyn,047,3,085600,"3,608",92.0
Brooklyn,047,3,085800,"2,434",73.8
Brooklyn,047,3,086000,"3,426",79.6
Brooklyn,047,3,086200,"2,996",86.5
Brooklyn,047,3,086400,"2,231",59.3
Brooklyn,047,3,086600,"3,149",81.4
Brooklyn,047,3,086800,"3,156",73.2
Brooklyn,047,3,087000,"3,204",83.3
Brooklyn,047,3,087200,"2,868",78.9
Brooklyn,047,3,087401,"3,142",97.4
Brooklyn,047,3,087600,"1,742",49.6
Brooklyn,047,3,087800,"3,006",80.3
Brooklyn,047,3,088000,"2,863",63.5
Brooklyn,047,3,088200,"6,740",134.2
Brooklyn,047,3,088400,"5,236",126.8
Brooklyn,047,3,088600,"4,427",99.7
Brooklyn,047,3,088800,"3,923",79.5
Brooklyn,047,3,089000,"6,319",102.9
Brooklyn,047,3,089200,"3,651",82.3
Brooklyn,047,3,089400,"3,430",80.6
Brooklyn,047,3,089600,"3,546",96.3
Brooklyn,047,3,089800,"2,089",54.8
Brooklyn,047,3,090000,"5,508",90.3
Brooklyn,047,3,090200,"3,451",73.3
Brooklyn,047,3,090600,"4,581",94.7
Brooklyn,047,3,090800,"3,990",54.5
Brooklyn,047,3,091000,"5,610",107.1
Brooklyn,047,3,091200,"6,814",164.9
Brooklyn,047,3,091600,"4,325",81.2
Brooklyn,047,3,091800,"2,804",54.1
Brooklyn,047,3,092000,"3,154",54.3
Brooklyn,047,3,092200,"2,691",67.8
Brooklyn,047,3,092400,"2,656",42.7
Brooklyn,047,3,092800,"2,656",68.3
Brooklyn,047,3,093000,"2,547",53.1
Brooklyn,047,3,093200,"1,142",16.5
Brooklyn,047,3,093400,"2,401",54.7
Brooklyn,047,3,093600,"1,628",39.9
Brooklyn,047,3,093800,"2,374",73.3
Brooklyn,047,3,094401,"3,202",35.1
Brooklyn,047,3,094402,"2,886",109.3
Brooklyn,047,3,094600,"1,830",26.3
Brooklyn,047,3,095000,"2,906",48.5
Brooklyn,047,3,095400,"4,607",78.7
Brooklyn,047,3,095600,"4,042",68.8
Brooklyn,047,3,095800,"3,456",59.7
Brooklyn,047,3,096000,0,0.0
Brooklyn,047,3,096200,"1,717",38.9
Brooklyn,047,3,096400,"2,361",54.1
Brooklyn,047,3,096600,"2,164",48.3
Brooklyn,047,3,096800,"1,471",40.0
Brooklyn,047,3,097000,"2,105",52.1
Brooklyn,047,3,097400,"2,724",43.7
Brooklyn,047,3,098200,"4,305",50.4
Brooklyn,047,3,098400,"1,978",70.9
Brooklyn,047,3,098600,"2,862",74.3
Brooklyn,047,3,098800,"3,054",76.3
Brooklyn,047,3,099000,"1,422",35.1
Brooklyn,047,3,099200,"1,833",55.1
Brooklyn,047,3,099400,"1,978",46.0
Brooklyn,047,3,099600,"3,631",77.5
Brooklyn,047,3,099800,"3,784",36.5
Brooklyn,047,3,100400,"2,567",78.7
Brooklyn,047,3,100600,"2,489",66.2
Brooklyn,047,3,100800,"2,124",57.7
Brooklyn,047,3,101000,"2,318",54.7
Brooklyn,047,3,101200,"1,932",48.6
Brooklyn,047,3,101400,"2,160",56.4
Brooklyn,047,3,101600,"1,464",52.7
Brooklyn,047,3,101800,"1,851",26.6
Brooklyn,047,3,102000,"1,922",49.5
Brooklyn,047,3,102200,"2,075",51.6
Brooklyn,047,3,102400,"2,123",60.0
Brooklyn,047,3,102600,"2,771",82.5
Brooklyn,047,3,102800,"1,579",6.3
Brooklyn,047,3,103400,"3,918",23.9
Brooklyn,047,3,105801,"6,928",67.4
Brooklyn,047,3,105804,"6,426",34.1
Brooklyn,047,3,107000,322,0.4
Brooklyn,047,3,107800,"3,849",30.8
Brooklyn,047,3,109800,"1,917",9.1
Brooklyn,047,3,110400,"4,358",23.7
Brooklyn,047,3,110600,"4,311",102.0
Brooklyn,047,3,111000,"3,216",105.6
Brooklyn,047,3,111600,"3,484",28.2
Brooklyn,047,3,111800,"3,053",76.1
Brooklyn,047,3,112000,"3,155",73.8
Brooklyn,047,3,112200,"3,371",84.1
Brooklyn,047,3,112400,"3,416",77.7
Brooklyn,047,3,112600,"3,783",90.9
Brooklyn,047,3,112800,"3,822",84.0
Brooklyn,047,3,113000,"3,891",81.2
Brooklyn,047,3,113200,"1,937",39.6
Brooklyn,047,3,113400,"2,838",74.9
Brooklyn,047,3,114201,"1,578",21.5
Brooklyn,047,3,114202,"2,766",98.1
Brooklyn,047,3,114400,"2,403",22.6
Brooklyn,047,3,114600,"2,998",75.8
Brooklyn,047,3,115000,"2,595",66.4
Brooklyn,047,3,115200,"3,094",75.4
Brooklyn,047,3,115600,"4,315",109.2
Brooklyn,047,3,115800,"2,983",77.9
Brooklyn,047,3,116000,"2,543",68.0
Brooklyn,047,3,116200,"2,157",60.8
Brooklyn,047,3,116400,"2,921",65.1
Brooklyn,047,3,116600,"2,907",73.8
Brooklyn,047,3,116800,"2,057",57.8
Brooklyn,047,3,117000,"1,880",49.5
Brooklyn,047,3,117201,"2,713",85.0
Brooklyn,047,3,117202,"3,907",104.1
Brooklyn,047,3,117400,"4,329",82.3
Brooklyn,047,3,117601,"2,750",73.0
Brooklyn,047,3,117602,"3,313",93.2
Brooklyn,047,3,117800,"1,717",49.5
Brooklyn,047,3,118000,6,0.0
Brooklyn,047,3,118201,"3,002",96.1
Brooklyn,047,3,118202,"3,083",100.4
Brooklyn,047,3,118400,"5,420",107.0
Brooklyn,047,3,118600,"2,969",91.4
Brooklyn,047,3,118800,"4,651",107.9
Brooklyn,047,3,119000,"2,127",61.3
Brooklyn,047,3,119200,"3,013",54.0
Brooklyn,047,3,119400,"3,914",86.6
Brooklyn,047,3,119600,"5,403",71.3
Brooklyn,047,3,119800,"3,426",42.4
Brooklyn,047,3,120000,"2,148",57.7
Brooklyn,047,3,120200,"1,900",50.2
Brooklyn,047,3,120800,"8,938",74.8
Brooklyn,047,3,121000,"4,035",101.6
Brooklyn,047,3,121400,"4,351",103.4
Brooklyn,047,3,122000,"5,495",20.3
Brooklyn,047,3,123700,"6,008",75.7
Brooklyn,047,3,150200,"2,540",32.4
Brooklyn,047,3,152200,"3,317",34.4
Brooklyn,047,3,990100,0,-
Manhattan,061,1,000100,2,0.1
Manhattan,061,1,000201,"3,058",137.2
Manhattan,061,1,000202,"7,316",99.1
Manhattan,061,1,000500,0,0.0
Manhattan,061,1,000600,"11,367",181.2
Manhattan,061,1,000700,"8,109",129.2
Manhattan,061,1,000800,"10,290",191.3
Manhattan,061,1,000900,731,8.8
Manhattan,061,1,001001,"1,434",73.1
Manhattan,061,1,001002,"6,547",131.8
Manhattan,061,1,001200,"3,397",114.0
Manhattan,061,1,001300,"4,479",58.1
Manhattan,061,1,001401,"3,005",130.0
Manhattan,061,1,001402,"2,782",98.6
Manhattan,061,1,001501,"5,518",89.9
Manhattan,061,1,001502,"7,476",131.8
Manhattan,061,1,001600,"8,478",164.7
Manhattan,061,1,001800,"8,660",157.4
Manhattan,061,1,002000,"4,917",162.0
Manhattan,061,1,002100,"6,040",100.7
Manhattan,061,1,002201,"6,398",160.2
Manhattan,061,1,002202,"2,189",157.9
Manhattan,061,1,002400,"5,434",120.0
Manhattan,061,1,002500,"4,869",147.3
Manhattan,061,1,002601,"3,772",144.0
Manhattan,061,1,002602,"4,227",165.0
Manhattan,061,1,002700,"1,264",85.5
Manhattan,061,1,002800,"7,114",156.7
Manhattan,061,1,002900,"6,398",93.0
Manhattan,061,1,003001,"4,492",146.4
Manhattan,061,1,003002,"3,106",160.1
Manhattan,061,1,003100,"2,550",50.2
Manhattan,061,1,003200,"8,234",153.1
Manhattan,061,1,003300,"5,156",61.0
Manhattan,061,1,003400,"6,612",167.0
Manhattan,061,1,003601,"3,393",137.6
Manhattan,061,1,003602,"3,151",143.3
Manhattan,061,1,003700,"2,447",24.2
Manhattan,061,1,003800,"9,237",184.7
Manhattan,061,1,003900,"5,860",70.8
Manhattan,061,1,004000,"8,651",196.3
Manhattan,061,1,004100,"7,817",165.2
Manhattan,061,1,004200,"5,145",243.3
Manhattan,061,1,004300,"4,270",115.8
Manhattan,061,1,004400,"16,538",163.1
Manhattan,061,1,004500,"1,136",43.8
Manhattan,061,1,004700,"2,524",61.7
Manhattan,061,1,004800,"7,229",166.5
Manhattan,061,1,004900,"4,942",96.5
Manhattan,061,1,005000,"5,055",122.6
Manhattan,061,1,005200,"3,408",81.9
Manhattan,061,1,005400,"4,536",109.3
Manhattan,061,1,005501,"4,204",136.7
Manhattan,061,1,005502,"2,257",79.1
Manhattan,061,1,005600,"3,322",77.4
Manhattan,061,1,005700,"2,781",104.2
Manhattan,061,1,005800,"3,512",81.0
Manhattan,061,1,005900,"5,401",188.1
Manhattan,061,1,006000,"4,511",143.3
Manhattan,061,1,006100,"5,224",148.5
Manhattan,061,1,006200,"4,437",58.7
Manhattan,061,1,006300,"6,380",144.9
Manhattan,061,1,006400,"8,090",184.0
Manhattan,061,1,006500,"6,202",124.8
Manhattan,061,1,006600,"11,740",271.9
Manhattan,061,1,006700,"5,461",131.2
Manhattan,061,1,006800,"7,614",176.6
Manhattan,061,1,006900,"2,759",49.6
Manhattan,061,1,007000,"8,871",202.4
Manhattan,061,1,007100,"5,429",133.2
Manhattan,061,1,007200,"8,664",200.3
Manhattan,061,1,007300,"6,215",152.1
Manhattan,061,1,007400,"4,319",100.4
Manhattan,061,1,007500,"4,159",93.7
Manhattan,061,1,007600,"2,277",52.9
Manhattan,061,1,007700,"5,966",135.1
Manhattan,061,1,007800,"8,391",191.4
Manhattan,061,1,007900,"4,442",61.3
Manhattan,061,1,008000,"5,377",126.0
Manhattan,061,1,008100,"8,047",186.8
Manhattan,061,1,008200,"3,262",76.6
Manhattan,061,1,008300,"4,092",95.1
Manhattan,061,1,008400,"1,595",37.3
Manhattan,061,1,008601,"2,618",85.3
Manhattan,061,1,008602,0,0.0
Manhattan,061,1,008603,"4,799",148.4
Manhattan,061,1,008700,"6,338",155.0
Manhattan,061,1,008800,"7,026",157.5
Manhattan,061,1,008900,"5,708",139.5
Manhattan,061,1,009000,"7,883",179.1
Manhattan,061,1,009100,"6,304",142.4
Manhattan,061,1,009200,"1,806",37.1
Manhattan,061,1,009300,"8,780",198.4
Manhattan,061,1,009400,73,1.9
Manhattan,061,1,009500,"3,040",71.5
Manhattan,061,1,009600,155,3.6
Manhattan,061,1,009700,"5,224",121.0
Manhattan,061,1,009800,"7,316",167.2
Manhattan,061,1,009900,"1,945",7.8
Manhattan,061,1,010000,"1,992",46.6
Manhattan,061,1,010100,"1,116",25.7
Manhattan,061,1,010200,230,5.4
Manhattan,061,1,010300,"2,058",48.2
Manhattan,061,1,010400,966,22.6
Manhattan,061,1,010601,"7,351",224.9
Manhattan,061,1,010602,"4,875",150.5
Manhattan,061,1,010800,"9,039",200.4
Manhattan,061,1,010900,183,4.2
Manhattan,061,1,011000,"7,169",164.3
Manhattan,061,1,011100,"3,512",81.2
Manhattan,061,1,011201,992,50.5
Manhattan,061,1,011202,441,22.9
Manhattan,061,1,011203,"1,401",72.7
Manhattan,061,1,011300,117,2.7
Manhattan,061,1,011401,"1,412",58.0
Manhattan,061,1,011402,"2,397",98.2
Manhattan,061,1,011500,"2,303",53.0
Manhattan,061,1,011600,"3,543",68.4
Manhattan,061,1,011700,"3,364",70.2
Manhattan,061,1,011800,"8,767",200.7
Manhattan,061,1,011900,"1,120",25.5
Manhattan,061,1,012000,"3,971",92.9
Manhattan,061,1,012100,"8,554",194.3
Manhattan,061,1,012200,"3,633",85.2
Manhattan,061,1,012400,"10,218",230.7
Manhattan,061,1,012500,"2,719",63.1
Manhattan,061,1,012600,"12,774",281.5
Manhattan,061,1,012700,"6,928",161.1
Manhattan,061,1,012800,"6,270",141.9
Manhattan,061,1,012900,"6,038",60.3
Manhattan,061,1,013000,"4,195",95.3
Manhattan,061,1,013100,"2,816",65.4
Manhattan,061,1,013200,"10,590",208.1
Manhattan,061,1,013300,"6,208",144.1
Manhattan,061,1,013400,"11,174",248.8
Manhattan,061,1,013500,"6,596",63.5
Manhattan,061,1,013600,"15,344",280.2
Manhattan,061,1,013700,"6,471",116.1
Manhattan,061,1,013800,"12,444",276.5
Manhattan,061,1,013900,"9,257",206.3
Manhattan,061,1,014000,"7,813",176.5
Manhattan,061,1,014200,"4,462",100.9
