Borough,tractID,pop2010,popDens2010
Brooklyn,050700,"2,288",147.8
Brooklyn,050801,"4,080",53.0
Brooklyn,050803,"2,464",211.1
Brooklyn,050804,"6,250",177.8
Brooklyn,050900,"3,694",245.3
Brooklyn,051001,"3,926",105.4
Brooklyn,051002,"4,725",206.5
Brooklyn,051100,"3,933",178.6
Brooklyn,051200,"6,398",100.1
Brooklyn,051300,"4,332",185.1
Brooklyn,051400,"7,366",67.6
Brooklyn,051500,"1,372",164.6
Brooklyn,051601,"5,732",29.7
Brooklyn,051602,"4,028",199.9
Brooklyn,051700,"1,735",179.1
Brooklyn,051800,"3,415",37.5
Brooklyn,051900,"3,564",68.6
Brooklyn,052000,"4,228",52.7
Brooklyn,052300,"5,469",89.8
Brooklyn,052500,"3,499",155.8
Brooklyn,052600,"4,357",112.9
Brooklyn,052700,"6,629",104.1
Brooklyn,052800,"1,818",140.7
Brooklyn,052900,"3,979",41.9
Brooklyn,053000,"3,465",92.1
Brooklyn,053100,"7,027",80.9
Brooklyn,053200,"2,579",176.0
Brooklyn,053300,"6,566",59.9
Brooklyn,053400,"4,383",137.1
Brooklyn,053500,"4,348",102.3
Brooklyn,053700,"3,575",135.7
Brooklyn,053800,"4,473",86.4
Brooklyn,053900,"2,756",110.1
Brooklyn,054200,"4,450",110.0
Brooklyn,054300,327,95.2
Brooklyn,054400,"3,406",1.3
Brooklyn,054500,"8,008",72.5
Brooklyn,054600,"4,346",193.2
Brooklyn,054700,"5,245",97.4
Brooklyn,054800,"1,989",126.0
Brooklyn,054900,"3,122",46.5
Brooklyn,055000,"3,551",64.8
Brooklyn,055100,"4,597",79.9
Brooklyn,055200,"3,498",80.3
Brooklyn,055300,"2,596",84.4
Brooklyn,055400,"4,216",67.2
Brooklyn,055500,"1,959",100.8
Brooklyn,055600,"3,712",30.3
Brooklyn,055700,"1,655",77.8
Brooklyn,055800,"2,390",23.7
Brooklyn,056000,"3,493",56.4
Brooklyn,056100,"3,295",76.5
Brooklyn,056200,"1,654",39.0
Brooklyn,056300,"4,360",39.2
Brooklyn,056400,"2,451",45.3
Brooklyn,056500,"3,255",54.1
Brooklyn,056600,"2,419",52.4
Brooklyn,056800,"1,314",57.1
Brooklyn,056900,"1,630",45.1
Brooklyn,057000,"3,384",51.6
Brooklyn,057100,"4,400",52.2
Brooklyn,057200,"5,443",101.2
Brooklyn,057300,"2,608",90.4
Brooklyn,057400,"2,657",62.0
Brooklyn,057500,"4,249",67.5
Brooklyn,057600,"2,918",91.8
Brooklyn,057800,"3,176",74.5
Brooklyn,057900,"1,117",74.6
Brooklyn,058000,"3,365",6.7
Brooklyn,058200,"2,967",85.8
Brooklyn,058400,"3,620",74.3
Brooklyn,058600,"2,519",77.8
Brooklyn,058800,"3,245",62.4
Brooklyn,058900,"1,904",82.3
Brooklyn,059000,"1,899",17.7
Brooklyn,059100,"3,920",48.5
Brooklyn,059200,"3,870",83.2
Brooklyn,059300,"2,228",71.4
Brooklyn,059401,"7,628",47.9
Brooklyn,059402,"4,551",73.4
Brooklyn,059600,"2,306",57.1
Brooklyn,059800,"3,427",53.9
Brooklyn,060000,"6,067",69.6
Brooklyn,060600,"2,555",55.8
Brooklyn,060800,"3,574",57.2
Brooklyn,061002,"4,508",36.2
Brooklyn,061003,"1,984",82.3
Brooklyn,061004,"6,447",100.9
Brooklyn,061200,"1,076",116.1
Brooklyn,061600,"1,656",22.0
Brooklyn,062000,"1,850",9.1
Brooklyn,062200,"3,252",23.2
Brooklyn,062600,"2,788",54.1
Brooklyn,062800,"5,226",35.5
Brooklyn,063200,"1,447",27.0
Brooklyn,063600,"1,236",49.9
Brooklyn,063800,"1,524",43.8
Brooklyn,064000,"1,599",44.3
Brooklyn,064200,"2,518",42.2
Brooklyn,064400,"2,528",43.3
Brooklyn,064600,"2,189",51.3
Brooklyn,064800,"1,945",53.5
Brooklyn,065000,"1,389",51.9
Brooklyn,065200,"1,232",33.8
Brooklyn,065400,"1,607",28.5
Brooklyn,065600,"1,708",42.9
Brooklyn,065800,"1,762",45.0
Brooklyn,066000,"1,773",46.5
Brooklyn,066200,"1,411",47.1
Brooklyn,066600,0,24.7
Brooklyn,067000,"2,680",0.0
Brooklyn,067200,"1,422",52.1
Brooklyn,067400,"1,964",33.0
Brooklyn,067600,"1,657",42.0
Brooklyn,067800,"2,660",43.2
Brooklyn,068000,"1,809",64.8
Brooklyn,068200,"2,432",43.4
Brooklyn,068600,"1,533",48.7
Brooklyn,068800,"1,614",41.9
Brooklyn,069000,"1,791",41.6
Brooklyn,069200,"2,392",41.9
Brooklyn,069601,"3,780",53.1
Brooklyn,069602,"5,995",33.5
Brooklyn,069800,"1,277",35.3
Brooklyn,070000,"1,703",10.3
Brooklyn,070201,"6,573",34.1
Brooklyn,070202,37,24.8
Brooklyn,070203,0,0.0
Brooklyn,070600,"2,700",0.0
Brooklyn,072000,"2,167",6.6
Brooklyn,072200,"2,655",55.4
Brooklyn,072400,"1,755",41.8
Brooklyn,072600,"2,093",37.0
Brooklyn,072800,"3,193",30.8
Brooklyn,073000,"1,979",60.9
Brooklyn,073200,"2,096",43.4
Brooklyn,073400,"1,889",53.0
Brooklyn,073600,"3,368",50.6
Brooklyn,073800,"3,225",76.4
Brooklyn,074000,"3,531",72.3
Brooklyn,074200,"3,292",88.0
Brooklyn,074400,"2,492",76.4
Brooklyn,074600,"2,003",59.0
Brooklyn,074800,"2,012",40.3
Brooklyn,075000,"3,029",46.1
Brooklyn,075200,"1,130",70.7
Brooklyn,075400,"1,488",26.4
Brooklyn,075600,"1,993",34.7
Brooklyn,075800,"1,816",46.5
Brooklyn,076000,"2,776",35.8
Brooklyn,076200,"4,235",61.9
Brooklyn,076400,"3,487",91.1
Brooklyn,076600,"2,061",87.3
Brooklyn,076800,"3,407",101.0
Brooklyn,077000,"2,722",45.5
Brooklyn,077200,"3,394",67.5
Brooklyn,077400,"2,881",34.0
Brooklyn,077600,"3,806",78.9
Brooklyn,078000,"2,092",82.6
Brooklyn,078200,"3,864",51.5
Brooklyn,078400,"2,348",92.9
Brooklyn,078600,"4,256",56.8
Brooklyn,078800,"3,422",100.7
Brooklyn,079000,"5,094",88.2
Brooklyn,079200,"4,372",112.6
Brooklyn,079400,"1,864",81.6
Brooklyn,079601,"4,413",34.0
Brooklyn,079602,"4,814",161.8
Brooklyn,079801,"3,037",144.3
Brooklyn,079802,"5,451",94.8
Brooklyn,080000,"3,487",207.3
Brooklyn,080200,"4,304",81.2
Brooklyn,080400,"3,250",94.0
Brooklyn,080600,"3,386",69.3
Brooklyn,080800,"1,197",82.4
Brooklyn,081000,"2,300",15.1
Brooklyn,081400,"2,635",57.3
Brooklyn,081600,"2,791",62.7
Brooklyn,081800,"4,551",62.9
Brooklyn,082000,"5,281",116.6
Brooklyn,082200,"7,280",143.8
Brooklyn,082400,"4,730",173.5
Brooklyn,082600,"5,513",89.3
Brooklyn,082800,"3,814",112.1
Brooklyn,083000,"5,997",98.5
Brooklyn,083200,"2,289",120.3
Brooklyn,083400,"1,701",63.6
Brooklyn,083600,"1,929",54.6
Brooklyn,083800,"2,189",37.5
Brooklyn,084000,"2,412",53.1
Brooklyn,084600,"1,963",57.4
Brooklyn,084800,"1,750",47.7
Brooklyn,085000,"1,374",51.5
Brooklyn,085200,29,38.5
Brooklyn,085400,"2,052",0.3
Brooklyn,085600,"3,608",64.5
Brooklyn,085800,"2,434",92.0
Brooklyn,086000,"3,426",73.8
Brooklyn,086200,"2,996",79.6
Brooklyn,086400,"2,231",86.5
Brooklyn,086600,"3,149",59.3
Brooklyn,086800,"3,156",81.4
Brooklyn,087000,"3,204",73.2
Brooklyn,087200,"2,868",83.3
Brooklyn,087401,"3,142",78.9
Brooklyn,087600,"1,742",97.4
Brooklyn,087800,"3,006",49.6
Brooklyn,088000,"2,863",80.3
Brooklyn,088200,"6,740",63.5
Brooklyn,088400,"5,236",134.2
Brooklyn,088600,"4,427",126.8
Brooklyn,088800,"3,923",99.7
Brooklyn,089000,"6,319",79.5
Brooklyn,089200,"3,651",102.9
Brooklyn,089400,"3,430",82.3
Brooklyn,089600,"3,546",80.6
Brooklyn,089800,"2,089",96.3
Brooklyn,090000,"5,508",54.8
Brooklyn,090200,"3,451",90.3
Brooklyn,090600,"4,581",73.3
Brooklyn,090800,"3,990",94.7
Brooklyn,091000,"5,610",54.5
Brooklyn,091200,"6,814",107.1
Brooklyn,091600,"4,325",164.9
Brooklyn,091800,"2,804",81.2
Brooklyn,092000,"3,154",54.1
Brooklyn,092200,"2,691",54.3
Brooklyn,092400,"2,656",67.8
Brooklyn,092800,"2,656",42.7
Brooklyn,093000,"2,547",68.3
Brooklyn,093200,"1,142",53.1
Brooklyn,093400,"2,401",16.5
Brooklyn,093600,"1,628",54.7
Brooklyn,093800,"2,374",39.9
Brooklyn,094401,"3,202",73.3
Brooklyn,094402,"2,886",35.1
Brooklyn,094600,"1,830",109.3
Brooklyn,095000,"2,906",26.3
Brooklyn,095400,"4,607",48.5
Brooklyn,095600,"4,042",78.7
Brooklyn,095800,"3,456",68.8
Brooklyn,096000,0,59.7
Brooklyn,096200,"1,717",0.0
Brooklyn,096400,"2,361",38.9
Brooklyn,096600,"2,164",54.1
Brooklyn,096800,"1,471",48.3
Brooklyn,097000,"2,105",40.0
Brooklyn,097400,"2,724",52.1
Brooklyn,098200,"4,305",43.7
Brooklyn,098400,"1,978",50.4
Brooklyn,098600,"2,862",70.9
Brooklyn,098800,"3,054",74.3
Brooklyn,099000,"1,422",76.3
Brooklyn,099200,"1,833",35.1
Brooklyn,099400,"1,978",55.1
Brooklyn,099600,"3,631",46.0
Brooklyn,099800,"3,784",77.5
Brooklyn,100400,"2,567",36.5
Brooklyn,100600,"2,489",78.7
Brooklyn,100800,"2,124",66.2
Brooklyn,101000,"2,318",57.7
Brooklyn,101200,"1,932",54.7
Brooklyn,101400,"2,160",48.6
Brooklyn,101600,"1,464",56.4
Brooklyn,101800,"1,851",52.7
Brooklyn,102000,"1,922",26.6
Brooklyn,102200,"2,075",49.5
Brooklyn,102400,"2,123",51.6
Brooklyn,102600,"2,771",60.0
Brooklyn,102800,"1,579",82.5
Brooklyn,103400,"3,918",6.3
Brooklyn,105801,"6,928",23.9
Brooklyn,105804,"6,426",67.4
Brooklyn,107000,322,34.1
Brooklyn,107800,"3,849",0.4
Brooklyn,109800,"1,917",30.8
Brooklyn,110400,"4,358",9.1
Brooklyn,110600,"4,311",23.7
Brooklyn,111000,"3,216",102.0
Brooklyn,111600,"3,484",105.6
Brooklyn,111800,"3,053",28.2
Brooklyn,112000,"3,155",76.1
Brooklyn,112200,"3,371",73.8
Brooklyn,112400,"3,416",84.1
Brooklyn,112600,"3,783",77.7
Brooklyn,112800,"3,822",90.9
Brooklyn,113000,"3,891",84.0
Brooklyn,113200,"1,937",81.2
Brooklyn,113400,"2,838",39.6
Brooklyn,114201,"1,578",74.9
Brooklyn,114202,"2,766",21.5
Brooklyn,114400,"2,403",98.1
Brooklyn,114600,"2,998",22.6
Brooklyn,115000,"2,595",75.8
Brooklyn,115200,"3,094",66.4
Brooklyn,115600,"4,315",75.4
Brooklyn,115800,"2,983",109.2
Brooklyn,116000,"2,543",77.9
Brooklyn,116200,"2,157",68.0
Brooklyn,116400,"2,921",60.8
Brooklyn,116600,"2,907",65.1
Brooklyn,116800,"2,057",73.8
Brooklyn,117000,"1,880",57.8
Brooklyn,117201,"2,713",49.5
Brooklyn,117202,"3,907",85.0
Brooklyn,117400,"4,329",104.1
Brooklyn,117601,"2,750",82.3
Brooklyn,117602,"3,313",73.0
Brooklyn,117800,"1,717",93.2
Brooklyn,118000,6,49.5
Brooklyn,118201,"3,002",0.0
Brooklyn,118202,"3,083",96.1
Brooklyn,118400,"5,420",100.4
Brooklyn,118600,"2,969",107.0
Brooklyn,118800,"4,651",91.4
Brooklyn,119000,"2,127",107.9
Brooklyn,119200,"3,013",61.3
Brooklyn,119400,"3,914",54.0
Brooklyn,119600,"5,403",86.6
Brooklyn,119800,"3,426",71.3
Brooklyn,120000,"2,148",42.4
Brooklyn,120200,"1,900",57.7
Brooklyn,120800,"8,938",50.2
Brooklyn,121000,"4,035",74.8
Brooklyn,121400,"4,351",101.6
Brooklyn,122000,"5,495",103.4
Brooklyn,123700,"6,008",20.3
Brooklyn,150200,"2,540",75.7
Brooklyn,152200,"3,317",32.4
Brooklyn,990100,0,34.4
Manhattan,000100,2,-
Manhattan,000201,"3,058",0.1
Manhattan,000202,"7,316",137.2
Manhattan,000500,0,99.1
Manhattan,000600,"11,367",0.0
Manhattan,000700,"8,109",181.2
Manhattan,000800,"10,290",129.2
Manhattan,000900,731,191.3
Manhattan,001001,"1,434",8.8
Manhattan,001002,"6,547",73.1
Manhattan,001200,"3,397",131.8
Manhattan,001300,"4,479",114.0
Manhattan,001401,"3,005",58.1
Manhattan,001402,"2,782",130.0
Manhattan,001501,"5,518",98.6
Manhattan,001502,"7,476",89.9
Manhattan,001600,"8,478",131.8
Manhattan,001800,"8,660",164.7
Manhattan,002000,"4,917",157.4
Manhattan,002100,"6,040",162.0
Manhattan,002201,"6,398",100.7
Manhattan,002202,"2,189",160.2
Manhattan,002400,"5,434",157.9
Manhattan,002500,"4,869",120.0
Manhattan,002601,"3,772",147.3
Manhattan,002602,"4,227",144.0
Manhattan,002700,"1,264",165.0
Manhattan,002800,"7,114",85.5
Manhattan,002900,"6,398",156.7
Manhattan,003001,"4,492",93.0
Manhattan,003002,"3,106",146.4
Manhattan,003100,"2,550",160.1
Manhattan,003200,"8,234",50.2
Manhattan,003300,"5,156",153.1
Manhattan,003400,"6,612",61.0
Manhattan,003601,"3,393",167.0
Manhattan,003602,"3,151",137.6
Manhattan,003700,"2,447",143.3
Manhattan,003800,"9,237",24.2
Manhattan,003900,"5,860",184.7
Manhattan,004000,"8,651",70.8
Manhattan,004100,"7,817",196.3
Manhattan,004200,"5,145",165.2
Manhattan,004300,"4,270",243.3
Manhattan,004400,"16,538",115.8
Manhattan,004500,"1,136",163.1
Manhattan,004700,"2,524",43.8
Manhattan,004800,"7,229",61.7
Manhattan,004900,"4,942",166.5
Manhattan,005000,"5,055",96.5
Manhattan,005200,"3,408",122.6
Manhattan,005400,"4,536",81.9
Manhattan,005501,"4,204",109.3
Manhattan,005502,"2,257",136.7
Manhattan,005600,"3,322",79.1
Manhattan,005700,"2,781",77.4
Manhattan,005800,"3,512",104.2
Manhattan,005900,"5,401",81.0
Manhattan,006000,"4,511",188.1
Manhattan,006100,"5,224",143.3
Manhattan,006200,"4,437",148.5
Manhattan,006300,"6,380",58.7
Manhattan,006400,"8,090",144.9
Manhattan,006500,"6,202",184.0
Manhattan,006600,"11,740",124.8
Manhattan,006700,"5,461",271.9
Manhattan,006800,"7,614",131.2
Manhattan,006900,"2,759",176.6
Manhattan,007000,"8,871",49.6
Manhattan,007100,"5,429",202.4
Manhattan,007200,"8,664",133.2
Manhattan,007300,"6,215",200.3
Manhattan,007400,"4,319",152.1
Manhattan,007500,"4,159",100.4
Manhattan,007600,"2,277",93.7
Manhattan,007700,"5,966",52.9
Manhattan,007800,"8,391",135.1
Manhattan,007900,"4,442",191.4
Manhattan,008000,"5,377",61.3
Manhattan,008100,"8,047",126.0
Manhattan,008200,"3,262",186.8
Manhattan,008300,"4,092",76.6
Manhattan,008400,"1,595",95.1
Manhattan,008601,"2,618",37.3
Manhattan,008602,0,85.3
Manhattan,008603,"4,799",0.0
Manhattan,008700,"6,338",148.4
Manhattan,008800,"7,026",155.0
Manhattan,008900,"5,708",157.5
Manhattan,009000,"7,883",139.5
Manhattan,009100,"6,304",179.1
Manhattan,009200,"1,806",142.4
Manhattan,009300,"8,780",37.1
Manhattan,009400,73,198.4
Manhattan,009500,"3,040",1.9
Manhattan,009600,155,71.5
Manhattan,009700,"5,224",3.6
Manhattan,009800,"7,316",121.0
Manhattan,009900,"1,945",167.2
Manhattan,010000,"1,992",7.8
Manhattan,010100,"1,116",46.6
Manhattan,010200,230,25.7
Manhattan,010300,"2,058",5.4
Manhattan,010400,966,48.2
Manhattan,010601,"7,351",22.6
Manhattan,010602,"4,875",224.9
Manhattan,010800,"9,039",150.5
Manhattan,010900,183,200.4
Manhattan,011000,"7,169",4.2
Manhattan,011100,"3,512",164.3
Manhattan,011201,992,81.2
Manhattan,011202,441,50.5
Manhattan,011203,"1,401",22.9
Manhattan,011300,117,72.7
Manhattan,011401,"1,412",2.7
Manhattan,011402,"2,397",58.0
Manhattan,011500,"2,303",98.2
Manhattan,011600,"3,543",53.0
Manhattan,011700,"3,364",68.4
Manhattan,011800,"8,767",70.2
Manhattan,011900,"1,120",200.7
Manhattan,012000,"3,971",25.5
Manhattan,012100,"8,554",92.9
Manhattan,012200,"3,633",194.3
Manhattan,012400,"10,218",85.2
Manhattan,012500,"2,719",230.7
Manhattan,012600,"12,774",63.1
Manhattan,012700,"6,928",281.5
Manhattan,012800,"6,270",161.1
Manhattan,012900,"6,038",141.9
Manhattan,013000,"4,195",60.3
Manhattan,013100,"2,816",95.3
Manhattan,013200,"10,590",65.4
Manhattan,013300,"6,208",208.1
Manhattan,013400,"11,174",144.1
Manhattan,013500,"6,596",248.8
Manhattan,013600,"15,344",63.5
Manhattan,013700,"6,471",280.2
Manhattan,013800,"12,444",116.1
Manhattan,013900,"9,257",276.5
Manhattan,014000,"7,813",206.3
Manhattan,014200,"4,462",176.5
Manhattan,014300,25,100.9
Manhattan,014401,"4,864",0.0
Manhattan,014402,"6,743",264.9
Manhattan,014500,"5,542",157.2
Manhattan,014601,"4,274",125.8
Manhattan,014602,"7,904",232.7
Manhattan,014700,"2,755",293.0
Manhattan,014801,"2,863",170.5
Manhattan,014802,"7,066",223.0
Manhattan,014900,"5,842",227.6
Manhattan,015001,"2,294",135.8
Manhattan,015002,"5,437",179.8
Manhattan,015100,"8,306",175.2
Manhattan,015200,"7,275",97.7
Manhattan,015300,"9,320",143.3
Manhattan,015400,"13,749",216.6
Manhattan,015500,"9,350",313.7
Manhattan,015601,"5,345",182.6
Manhattan,015602,"2,298",294.0
Manhattan,015700,"10,751",85.5
Manhattan,015801,"5,650",238.5
Manhattan,015802,"3,346",181.8
Manhattan,015900,"9,623",262.8
Manhattan,016001,"3,744",221.4
Manhattan,016002,"3,131",120.6
Manhattan,016100,"6,437",246.3
Manhattan,016200,"9,308",167.3
Manhattan,016300,"6,624",125.2
Manhattan,016400,"6,127",101.9
Manhattan,016500,"6,402",139.8
Manhattan,016600,"7,317",126.8
Manhattan,016700,"6,564",172.7
Manhattan,016800,"5,675",135.2
Manhattan,016900,"8,108",113.7
Manhattan,017000,"7,855",182.3
Manhattan,017100,"8,989",173.8
Manhattan,017200,"5,504",166.8
Manhattan,017300,"8,939",125.2
Manhattan,017401,"5,248",202.6
Manhattan,017402,"2,093",210.7
Manhattan,017500,"10,820",166.9
Manhattan,017700,"9,151",201.9
Manhattan,017800,"3,912",212.2
Manhattan,017900,"9,293",60.9
Manhattan,018000,"7,476",175.3
Manhattan,018100,"8,866",142.3
Manhattan,018200,"6,768",259.2
Manhattan,018300,"8,667",154.8
Manhattan,018400,"7,835",156.7
Manhattan,018500,"4,190",179.6
Manhattan,018600,"5,701",130.0
Manhattan,018700,"8,974",189.5
Manhattan,018800,"6,008",166.4
Manhattan,018900,"11,547",163.7
Manhattan,019000,"3,083",176.1
Manhattan,019100,"8,807",120.2
Manhattan,019200,"3,584",159.4
Manhattan,019300,"9,009",73.9
Manhattan,019400,"6,558",207.5
Manhattan,019500,"8,197",151.6
Manhattan,019600,"3,931",151.9
Manhattan,019701,641,89.8
Manhattan,019702,"2,090",11.0
Manhattan,019800,"1,914",178.5
Manhattan,019900,"10,064",34.4
Manhattan,020000,"2,581",179.5
Manhattan,020101,"1,731",80.8
Manhattan,020102,"3,865",127.1
Manhattan,020300,"3,633",187.6
Manhattan,020500,"5,322",82.5
Manhattan,020600,"2,942",76.7
Manhattan,020701,"3,329",80.0
Manhattan,020800,"4,591",285.0
Manhattan,020901,"3,673",125.1
Manhattan,021000,"6,637",128.3
Manhattan,021100,"10,330",125.0
Manhattan,021200,"4,412",120.1
Manhattan,021303,"5,619",101.2
Manhattan,021400,"3,001",148.3
Manhattan,021500,"3,068",88.7
Manhattan,021600,"7,556",178.1
Manhattan,021703,6,176.5
Manhattan,021800,"6,617",0.1
Manhattan,021900,"6,023",147.2
Manhattan,022000,"5,370",85.3
Manhattan,022102,"2,175",124.2
Manhattan,022200,"2,644",88.9
Manhattan,022301,"7,917",59.0
Manhattan,022302,"3,385",167.8
Manhattan,022400,"6,427",222.4
Manhattan,022500,"10,149",133.6
Manhattan,022600,"3,778",159.0
Manhattan,022700,"4,864",99.9
Manhattan,022800,"5,248",130.6
Manhattan,022900,"8,300",117.6
Manhattan,023000,"8,106",155.4
Manhattan,023100,"5,865",188.9
Manhattan,023200,"7,980",129.9
Manhattan,023300,"6,527",179.0
Manhattan,023400,"4,465",116.1
Manhattan,023501,"6,004",166.5
Manhattan,023502,"1,819",135.7
Manhattan,023600,"6,404",178.2
Manhattan,023700,"6,811",88.7
Manhattan,023801,"9,723",101.2
Manhattan,023802,"1,938",109.8
Manhattan,023900,"2,371",29.3
Manhattan,024000,"1,648",149.5
Manhattan,024100,"7,642",3.2
Manhattan,024200,"3,396",171.7
Manhattan,024301,"3,946",38.2
Manhattan,024302,"7,370",151.9
Manhattan,024500,"14,934",131.3
Manhattan,024700,"7,074",284.5
Manhattan,024900,"1,101",111.4
Manhattan,025100,"2,526",73.5
Manhattan,025300,"11,236",64.7
Manhattan,025500,"5,771",268.5
Manhattan,025700,"3,876",52.3
Manhattan,025900,"3,496",108.9
Manhattan,026100,"12,087",187.5
Manhattan,026300,"8,729",313.1
Manhattan,026500,"7,021",224.7
Manhattan,026700,"2,173",149.3
Manhattan,026900,"8,428",186.2
Manhattan,027100,"8,196",194.3
Manhattan,027300,"6,370",172.3
Manhattan,027500,"2,846",145.2
Manhattan,027700,"7,086",39.1
Manhattan,027900,"10,292",176.5
Manhattan,028100,"2,867",234.3
Manhattan,028300,"7,627",124.7
Manhattan,028500,"7,216",211.3
Manhattan,028700,"4,035",241.3
Manhattan,029100,"11,288",30.2
Manhattan,029300,"9,033",242.6
Manhattan,029500,"6,941",232.5
Manhattan,029700,161,206.3
Manhattan,029900,"3,834",0.6
Manhattan,030300,"3,753",25.3
Manhattan,030700,"3,434",96.8
Manhattan,030900,"8,463",164.7
Manhattan,031100,2,112.0
Manhattan,031703,"7,709",0.0
Manhattan,031704,"5,677",102.9
Manhattan,031900,11,89.2
Queens,000100,"4,949",0.4
Queens,000200,"2,829",17.5
Queens,000400,"4,413",73.0
Queens,000600,"3,729",79.3
Queens,000700,"4,790",70.4
Queens,000800,"3,360",35.6
Queens,001000,"3,502",71.6
Queens,001200,"3,871",87.9
Queens,001400,"3,683",69.0
Queens,001600,"2,831",69.9
Queens,001800,"2,931",75.6
Queens,001900,"1,076",67.0
Queens,002000,"1,797",4.9
Queens,002200,"2,077",50.2
Queens,002400,"2,145",56.9
Queens,002500,"7,571",61.2
Queens,002600,"2,055",156.4
Queens,002800,"3,033",56.2
Queens,003000,"1,399",55.1
Queens,003100,"1,388",51.3
Queens,003200,"1,504",34.1
Queens,003300,"2,474",36.4
Queens,003400,"2,201",19.7
Queens,003600,"3,295",41.6
Queens,003700,0,74.1
Queens,003800,"2,287",0.0
Queens,003900,"1,592",52.5
Queens,004001,"2,134",43.8
Queens,004002,"1,270",49.5
Queens,004200,"4,120",39.8
Queens,004300,"2,437",83.2
Queens,004401,"3,500",57.7
Queens,004500,"2,975",54.2
Queens,004700,"3,984",54.6
Queens,005000,29,90.0
Queens,005100,"2,231",0.8
Queens,005200,"2,751",65.9
Queens,005300,"5,340",85.2
Queens,005400,"5,257",110.0
Queens,005500,"1,067",50.7
Queens,005700,"4,321",26.0
Queens,005800,"5,414",78.2
Queens,005900,"4,169",36.6
Queens,006100,"5,644",88.7
Queens,006201,"5,128",117.1
Queens,006202,"6,253",52.3
Queens,006300,"5,949",21.9
Queens,006501,"3,676",113.3
Queens,006502,"3,853",133.5
Queens,006900,"4,611",101.7
Queens,007100,"3,963",88.4
Queens,007300,"4,231",82.2
Queens,007500,"4,116",121.0
Queens,007700,"1,478",128.9
Queens,007900,"3,493",47.2
Queens,008100,"1,188",88.1
Queens,008300,"2,950",43.1
Queens,008500,"1,270",62.4
Queens,008600,"2,811",18.8
Queens,008700,"4,582",34.9
Queens,008800,"3,095",70.1
Queens,009100,"2,796",28.1
Queens,009400,"2,834",58.9
Queens,009500,"2,289",66.0
Queens,009600,"3,135",56.3
Queens,009700,"3,580",61.4
Queens,009800,"2,688",71.8
Queens,009900,3,80.1
Queens,010000,"3,571",0.0
Queens,010100,"2,552",64.7
Queens,010200,"2,677",59.8
Queens,010300,"3,934",50.7
Queens,010400,"3,147",56.0
Queens,010500,"4,244",68.3
Queens,010600,"3,427",86.8
Queens,010701,0,80.2
Queens,010800,"2,980",0.0
Queens,011000,"3,075",76.5
Queens,011100,"3,050",75.4
Queens,011200,"2,358",81.9
Queens,011300,"4,234",50.4
Queens,011400,"1,330",95.9
Queens,011500,"2,325",44.3
Queens,011600,"2,178",50.7
Queens,011700,"3,848",63.1
Queens,011800,"2,628",73.1
Queens,011900,"1,701",65.8
Queens,012000,"2,487",61.7
Queens,012100,"2,064",68.5
Queens,012200,"2,971",60.6
Queens,012301,"2,910",58.3
Queens,012400,"2,914",19.9
Queens,012500,"1,662",60.4
Queens,012601,"2,413",41.6
Queens,012602,"2,578",66.4
Queens,012800,"2,030",70.9
Queens,013000,"1,745",51.4
Queens,013200,"1,772",37.0
Queens,013400,"5,474",37.3
Queens,013500,"1,411",117.2
Queens,013600,"1,972",42.0
Queens,013700,"1,579",53.2
Queens,013800,"3,604",31.7
Queens,014000,"3,705",85.6
Queens,014100,"1,621",67.2
Queens,014201,"4,348",38.5
Queens,014202,"2,838",84.4
Queens,014300,"4,065",18.6
Queens,014400,"2,109",120.4
Queens,014500,"2,246",38.4
Queens,014700,"3,054",71.2
Queens,014800,"2,265",83.5
Queens,014900,"2,674",55.9
Queens,015000,"2,458",101.6
Queens,015100,"2,794",67.6
Queens,015200,"2,721",84.7
Queens,015300,"2,145",58.0
Queens,015400,"2,333",71.5
Queens,015500,"2,251",63.0
Queens,015600,"3,218",61.7
Queens,015700,"1,543",62.1
Queens,015801,"3,737",48.6
Queens,015802,"4,398",50.2
Queens,015900,"4,136",64.1
Queens,016100,"2,377",98.6
Queens,016300,"4,382",89.3
Queens,016400,"3,313",81.3
Queens,016600,"3,278",67.1
Queens,016800,"2,684",65.6
Queens,016900,"5,539",51.4
Queens,017000,"2,600",97.6
Queens,017100,8,47.7
Queens,017200,"2,101",0.0
Queens,017400,"2,244",44.1
Queens,017600,"2,143",47.2
Queens,017800,"1,925",45.2
Queens,017900,"1,054",40.9
Queens,018000,"1,090",9.1
Queens,018101,"4,090",30.9
Queens,018102,"3,928",168.5
Queens,018200,"2,267",164.8
Queens,018300,"6,031",35.8
Queens,018401,"2,054",113.9
Queens,018402,"2,223",41.7
Queens,018501,"3,611",42.3
Queens,018502,"3,633",148.3
Queens,018600,"1,623",149.4
Queens,018700,"3,088",36.8
Queens,018800,"1,236",51.5
Queens,018900,"3,492",28.3
Queens,019000,"1,969",64.9
Queens,019200,"1,914",42.4
Queens,019400,"2,628",38.9
Queens,019600,"2,643",35.3
Queens,019800,"2,930",48.0
Queens,019900,"1,028",57.0
Queens,020200,"1,387",2.7
Queens,020400,"2,098",38.3
Queens,020500,"1,202",29.6
Queens,020600,"1,712",8.2
Queens,020800,"2,539",45.1
Queens,021200,"2,754",19.4
Queens,021400,"6,194",47.9
Queens,021600,"4,016",66.8
